name,og_p_value,bh_q_value
PC(18:1/20:3),0.01180039925795274,0.17432407994702911
TAG50:3-FA14:0,0.012374938871520792,0.1787491170330781
TAG50:3-FA16:0,0.012928424983080103,0.1826842660652623
TAG48:1-FA16:0,0.014574485510520796,0.20156203365613867
DAG(14:1/18:1),0.015194995228680066,0.20576556038837587
TAG52:5-FA18:1,0.015730583829964968,0.2086710099893312
4-Thio-UTP1,0.01729979421992722,0.22489732485905384
Hydrocortisone7,0.02167132541733092,0.27620316708362935
TAG50:1-FA18:0,0.02267488174704622,0.28343602183807776
TAG48:2-FA18:1,0.02356956938975993,0.2890607566668671
4-Imidazoleacetic acid3,0.02534185252008928,0.305040817371445
PC(18:0/22:5),0.026346800248065693,0.31137127565895817
TAG51:4-FA16:1,0.028677449774438812,0.3328632563104505
PC(18:1/18:1),0.0303625229243819,0.3462392965061094
Sucrose3,0.0329663615874068,0.36318872935278684
TAG54:1-FA18:0,0.03240854127583229,0.36318872935278684
PC(18:0/16:1),0.034870252674048814,0.37776107063552883
Hydroxycholoroquine12,0.036675019476202844,0.39079938786117785
2-Phenylglycinol5,0.03855693589496255,0.4042259408342848
DAG(16:0/18:3),0.03930535373838357,0.40553142745951304
TAG48:2-FA16:0,0.043357171867650576,0.44034627678082616
"1,2-Dipalmitoyl-sn-glycerol1",0.046121640434831954,0.46121640434831956
TAG47:1-FA18:1,0.04760459840435737,0.4680578157206238
TAG51:3-FA16:1,0.04824595946658738,0.4680578157206238
"1,2-Dipalmitoyl-sn-glycerol1",0.05226792778477335,0.4922966997082708
Urate3,0.0530165676608907,0.4922966997082708
CE(20:2),0.052971662667414154,0.4922966997082708
CER(20:0),0.05621044844189812,0.5005039929758052
DAG(12:0/18:1),0.05477779199192129,0.5005039929758052
LPE(18:0),0.05599495209711508,0.5005039929758052
TAG50:4-FA18:3,0.06017850905997971,0.5285950120133353
TAG48:2-FA14:0,0.061654775208714846,0.5343413851421953
PE(18:0/22:6),0.06339463268311359,0.5421909374213661
UDP-GlcNAc4,0.06497129779140362,0.5478129012271634
Inosine1,0.06658033722607064,0.5478129012271634
TAG54:1-FA20:0,0.06652181516769351,0.5478129012271634
TAG56:7-FA20:3,0.06846381200295723,0.5562684725240274
4-Thio-UTP1,0.07271109581014612,0.5582464952383203
Kynurenic acid2,0.07449315048285389,0.5582464952383203
1-Methyladenosine2,0.07611706376206819,0.5582464952383203
PC(16:0/20:2),0.07206646045736123,0.5582464952383203
PE(P-18:0/22:4),0.07643682780955463,0.5582464952383203
PE(P-18:1/18:1),0.07606169013235192,0.5582464952383203
TAG50:2-FA18:1,0.07234324350326109,0.5582464952383203
TAG51:1-FA16:0,0.07083409256291642,0.5582464952383203
TAG52:5-FA16:0,0.0747600400762438,0.5582464952383203
PC(18:2/16:1),0.07740672191722554,0.5590485471799622
ATP1,0.08550174256500769,0.5671033945638265
Proline1,0.08130715495641823,0.5671033945638265
PE(18:1/18:1),0.08372081347777377,0.5671033945638265
PE(P-18:0/22:5),0.08210348247073505,0.5671033945638265
TAG52:0-FA20:0,0.08550174256500712,0.5671033945638265
TAG54:5-FA18:2,0.07955055967804768,0.5671033945638265
TAG56:2-FA20:0,0.08294141870189094,0.5671033945638265
TAG58:7-FA22:5,0.08550174256500712,0.5671033945638265
ADP1,0.08956087578428597,0.5771214105619327
DOPA1,0.08907405642249376,0.5771214105619327
DAG(15:0/18:1),0.08967578841039262,0.5771214105619327
Hydroxycholoroquine11,0.09173596777709571,0.5845919515207079
Dihydrofolic acid1,0.09797726647925296,0.5931570354864515
ATP3,0.10193207164585845,0.5931570354864515
6-Hydroxynicotinic acid2,0.10140812756076388,0.5931570354864515
Inosine6,0.09943687467525582,0.5931570354864515
cGMP1,0.1022055199607424,0.5931570354864515
DAG(18:1/18:2),0.09791293478646648,0.5931570354864515
PE(18:1/20:4),0.09549952528244024,0.5931570354864515
PE(O-18:0/20:4),0.09932810413959565,0.5931570354864515
TAG40:0-FA16:0,0.10219408502524167,0.5931570354864515
TAG54:3-FA18:0,0.09816107983549241,0.5931570354864515
TAG46:0-FA16:0,0.1064707082788188,0.6124421272675418
Hydrocortisone6,0.11108516530859923,0.633380328513943
PE(16:0/18:1),0.11250077904860989,0.6358739685356212
ADP1,0.11784613420533312,0.6410777423650743
Xanthosine9,0.12408634476402731,0.6410777423650743
CE(22:0),0.1178461342053304,0.6410777423650743
PC(18:1/22:6),0.12068120018064186,0.6410777423650743
PE(18:0/18:2),0.12226055442387689,0.6410777423650743
PE(P-18:0/20:3),0.11854855617331825,0.6410777423650743
TAG44:1-FA14:0,0.12015688835669676,0.6410777423650743
TAG46:1-FA14:0,0.12427045467384518,0.6410777423650743
TAG53:1-FA17:0,0.12059898889261633,0.6410777423650743
TAG54:6-FA18:3,0.1168495751508332,0.6410777423650743
TAG56:5-FA20:4,0.12307372817342127,0.6410777423650743
4-Thio-UTP1,0.12723033957829433,0.6460915681710259
TAG53:2-FA17:0,0.12711963409892732,0.6460915681710259
DAG(16:0/20:3),0.12906542545193594,0.6503296631299098
"1,2-Dipalmitoyl-sn-glycerol1",0.137320505938806,0.6562563196509371
1-Methylhistidine10,0.13831863968027444,0.6562563196509371
Hydroxycholoroquine8,0.1352812458092523,0.6562563196509371
LPE(18:1),0.13796572647949776,0.6562563196509371
PE(18:0/22:4),0.1333389676700885,0.6562563196509371
TAG52:5-FA16:1,0.1380583886375908,0.6562563196509371
TAG54:3-FA16:0,0.137156217151548,0.6562563196509371
TAG56:7-FA20:4,0.1327583105442668,0.6562563196509371
TAG44:1-FA16:0,0.14121306598916136,0.6603488697334884
TAG52:1-FA18:0,0.1410545277743635,0.6603488697334884
TAG54:6-FA20:5,0.14378595496138832,0.6647224201039125
TAG56:3-FA20:1,0.14521628254577781,0.6647224201039125
TAG56:5-FA16:0,0.14447594370772518,0.6647224201039125
Glyco-ursocholanic Acid15,0.1602110740466479,0.6688839134648994
ADP1,0.15576431132617424,0.6688839134648994
Folic acid1,0.16384968433229788,0.6688839134648994
Folinic acid2,0.1684570560415565,0.6688839134648994
"1,2-Dipalmitoyl-sn-glycerol1",0.14973911276863447,0.6688839134648994
NA,0.1528226573286437,0.6688839134648994
2-aminoadipic acid4,0.17194541457731688,0.6688839134648994
Hydrocortisone27,0.17288076532631247,0.6688839134648994
DAG(12:0/18:2),0.16281720278472664,0.6688839134648994
DAG(16:0/22:5),0.16369791263490796,0.6688839134648994
PC(18:0/22:6),0.1477857473564859,0.6688839134648994
PC(18:1/18:2),0.16381941892648347,0.6688839134648994
PE(18:0/18:0),0.17081927946826306,0.6688839134648994
TAG48:2-FA18:2,0.15131383774389867,0.6688839134648994
TAG48:4-FA12:0,0.17020755400060356,0.6688839134648994
TAG50:4-FA16:1,0.15729440117862586,0.6688839134648994
TAG51:1-FA17:0,0.16647670236868123,0.6688839134648994
TAG54:0-FA16:0,0.17007165914413175,0.6688839134648994
TAG54:1-FA20:1,0.16959678568702138,0.6688839134648994
TAG54:3-FA20:2,0.1533453487975822,0.6688839134648994
TAG54:5-FA20:3,0.17269447140682984,0.6688839134648994
TAG54:7-FA22:6,0.17020755400060356,0.6688839134648994
TAG56:6-FA22:5,0.16723641237797274,0.6688839134648994
TAG58:7-FA22:6,0.17020755400060356,0.6688839134648994
TAG58:8-FA18:1,0.15729440117862586,0.6688839134648994
TAG58:9-FA22:6,0.17020755400060356,0.6688839134648994
PE(O-18:0/22:4),0.17646848769504025,0.6787249526732317
dUTP3,0.1968900524376,0.6969438726310404
"1,2-Dipalmitoyl-sn-glycerol1",0.1968555060819395,0.6969438726310404
Glucosamine2,0.18956690092656261,0.6969438726310404
CE(24:0),0.18568289453788353,0.6969438726310404
CER(16:0),0.1956598175114763,0.6969438726310404
DAG(14:0/18:2),0.18568289453788353,0.6969438726310404
DAG(16:0/22:6),0.1972887270217099,0.6969438726310404
DCER(26:0),0.19149896713642203,0.6969438726310404
HCER(22:0),0.18462869389014305,0.6969438726310404
LCER(18:1),0.19502173352053861,0.6969438726310404
PE(P-18:0/16:0),0.1972887270217099,0.6969438726310404
TAG45:0-FA14:0,0.19036207940914468,0.6969438726310404
TAG52:1-FA16:0,0.19479942693095992,0.6969438726310404
TAG53:3-FA18:2,0.18326734751161242,0.6969438726310404
TAG54:5-FA22:5,0.1944617101567576,0.6969438726310404
12 Dehydrocholic Acid1,0.43024221947200764,0.707479885083163
Glyco-ursocholanic Acid16,0.2228441024136512,0.707479885083163
Glyco-ursocholanic Acid8,0.3389684888838097,0.707479885083163
ADP3,0.2893336325537756,0.707479885083163
ADP2,0.2524901415235751,0.707479885083163
GUDCA3,0.26520776033030885,0.707479885083163
Folinic acid2,0.22284410241364666,0.707479885083163
4-Thio-UTP1,0.39193799153711506,0.707479885083163
4-Thio-UTP1,0.21962429280852286,0.707479885083163
ATP1,0.3389684888838082,0.707479885083163
ATP3,0.40230649749266456,0.707479885083163
NA,0.37176636151835446,0.707479885083163
ATP5,0.32208213729308366,0.707479885083163
ATP1,0.26877489087855794,0.707479885083163
"1,2-Dipalmitoyl-sn-glycerol1",0.2286016073812978,0.707479885083163
"1,2-Dipalmitoyl-sn-glycerol1",0.4302422194720073,0.707479885083163
"1,2-Dipalmitoyl-sn-glycerol1",0.42594809987377913,0.707479885083163
"1,2-Dipalmitoyl-sn-glycerol1",0.3851243400305055,0.707479885083163
"1,2-Dipalmitoyl-sn-glycerol1",0.39193799153711606,0.707479885083163
"1,2-Dipalmitoyl-sn-glycerol1",0.3019318818875992,0.707479885083163
2-Phenylglycinol5,0.3813123041493029,0.707479885083163
"1,2-Dipalmitoyl-sn-glycerol1",0.24672109691715044,0.707479885083163
"1,2-Dipalmitoyl-sn-glycerol1",0.2698221581924368,0.707479885083163
"1,2-Dipalmitoyl-sn-glycerol1",0.4092179957846521,0.707479885083163
"1,2-Dipalmitoyl-sn-glycerol1",0.25039466371561026,0.707479885083163
"1,2-Dipalmitoyl-sn-glycerol1",0.36870642903198003,0.707479885083163
2-Pyrrolidinone6,0.3389684888838097,0.707479885083163
2-Pyrrolidinone3,0.3919379915371216,0.707479885083163
Glutamic acid3,0.3854449639113676,0.707479885083163
DCMP4,0.29479777180508826,0.707479885083163
Isovalerylglycine2,0.27200276632418247,0.707479885083163
NA,0.26877489087856127,0.707479885083163
DUMP3,0.4306759718357074,0.707479885083163
Nicotinuric acid4,0.3765337858710379,0.707479885083163
Nicotinuric acid4,0.3919379915371126,0.707479885083163
HIAA1,0.3429075244328727,0.707479885083163
DOPA5,0.395998329283724,0.707479885083163
DOPA5,0.23713382091131557,0.707479885083163
DOPA5,0.26872525571574923,0.707479885083163
DOPA5,0.2873618438222149,0.707479885083163
DOPA5,0.27004419873872165,0.707479885083163
DOPA2,0.4302081663711245,0.707479885083163
DOPA8,0.4375490981591254,0.707479885083163
Acetylcarnitine3,0.4342311324840669,0.707479885083163
6-Methyl-DL-tryptophan1,0.3389684888838082,0.707479885083163
6-Methyl-DL-tryptophan2,0.23683583049712864,0.707479885083163
6-Methyl-DL-tryptophan2,0.37041625895626895,0.707479885083163
Uridine2,0.4368351287990728,0.707479885083163
Neopterin6,0.259915846361573,0.707479885083163
Neopterin2,0.2728069625584251,0.707479885083163
Propranolol23,0.22284410241364666,0.707479885083163
Propranolol26,0.304420221592334,0.707479885083163
Uracil1,0.2738564685326033,0.707479885083163
1-Methyladenosine2,0.29848168029108524,0.707479885083163
Xanthosine2,0.3044202215923356,0.707479885083163
N-Acetylneuraminic acid4,0.26382885955037527,0.707479885083163
N-Acetylneuraminic acid1,0.2947977718050914,0.707479885083163
Acetylcysteine (dimer)7,0.3050849917075951,0.707479885083163
Acetylcysteine (dimer)2,0.2251149070686958,0.707479885083163
Hydroxycholoroquine2,0.41050499529108375,0.707479885083163
cGMP5,0.39351894711093083,0.707479885083163
cGMP1,0.43683512879907754,0.707479885083163
Hydrocortisone27,0.2479588903225346,0.707479885083163
Hydrocortisone27,0.22096807541006372,0.707479885083163
3α-Hydroxy-7 Ketolithocholic Acid3,0.3622466603710892,0.707479885083163
CE(12:0),0.4130611435991248,0.707479885083163
CE(14:1),0.29131372417832274,0.707479885083163
CE(17:0),0.3400115686857695,0.707479885083163
CE(18:4),0.2332725998458115,0.707479885083163
CE(20:0),0.3264959337189371,0.707479885083163
CER(14:0),0.23896000048195445,0.707479885083163
CER(20:1),0.24728739832035904,0.707479885083163
CER(22:1),0.38276040594309824,0.707479885083163
CER(24:1),0.3436815078304112,0.707479885083163
CER(26:0),0.4368351287990794,0.707479885083163
DAG(14:0/16:1),0.2738564685326121,0.707479885083163
DAG(15:0/18:2),0.424852380235455,0.707479885083163
DAG(16:0/16:1),0.41389227385312255,0.707479885083163
DAG(16:0/18:2),0.3195538438935192,0.707479885083163
DAG(16:1/16:1),0.2738564685326121,0.707479885083163
DAG(16:1/18:0),0.31612380733840745,0.707479885083163
DAG(16:1/18:1),0.2276515315937322,0.707479885083163
DAG(16:1/18:2),0.424852380235455,0.707479885083163
DAG(18:0/18:2),0.424852380235455,0.707479885083163
DAG(18:1/20:1),0.32795656196109907,0.707479885083163
DAG(18:1/20:4),0.29351906662323296,0.707479885083163
DCER(22:0),0.4368351287990794,0.707479885083163
HCER(18:0),0.28933363255377403,0.707479885083163
HCER(26:1),0.40337781772293235,0.707479885083163
LCER(18:0),0.3308789392367436,0.707479885083163
PC(16:0/14:0),0.28460401453933787,0.707479885083163
PC(16:0/20:5),0.3122267009358643,0.707479885083163
PC(18:0/14:0),0.35785736964561854,0.707479885083163
PC(18:0/20:2),0.2637043898650736,0.707479885083163
PC(18:0/22:4),0.35326045699865555,0.707479885083163
PC(18:1/16:1),0.4374664399492392,0.707479885083163
PC(18:1/20:4),0.4374664399492392,0.707479885083163
PC(18:2/18:2),0.3441656338406965,0.707479885083163
PE(16:0/22:4),0.4259480998737727,0.707479885083163
PE(16:0/22:6),0.2259929196625625,0.707479885083163
PE(18:0/18:1),0.4374664399492392,0.707479885083163
PE(18:0/20:3),0.3591495865515045,0.707479885083163
PE(O-16:0/22:6),0.41063857832114364,0.707479885083163
PE(O-18:0/22:5),0.33791274949010824,0.707479885083163
PE(P-16:0/22:5),0.2722324648946117,0.707479885083163
PE(P-18:1/22:4),0.29461684898491286,0.707479885083163
TAG38:0-FA12:0,0.41291195033757294,0.707479885083163
TAG42:0-FA12:0,0.424852380235455,0.707479885083163
TAG42:1-FA12:0,0.424852380235455,0.707479885083163
TAG42:1-FA14:0,0.2644682066024304,0.707479885083163
TAG42:1-FA16:0,0.424852380235455,0.707479885083163
TAG42:1-FA16:1,0.424852380235455,0.707479885083163
TAG44:0-FA14:0,0.3639245085319439,0.707479885083163
TAG44:1-FA12:0,0.424852380235455,0.707479885083163
TAG44:1-FA14:1,0.2738564685326121,0.707479885083163
TAG44:2-FA12:0,0.424852380235455,0.707479885083163
TAG44:2-FA14:0,0.424852380235455,0.707479885083163
TAG44:2-FA16:1,0.2738564685326121,0.707479885083163
TAG45:0-FA15:0,0.2687994526057202,0.707479885083163
TAG45:1-FA15:0,0.39582323786703494,0.707479885083163
TAG46:0-FA18:0,0.2738564685326121,0.707479885083163
TAG46:1-FA14:1,0.2738564685326121,0.707479885083163
TAG46:1-FA16:0,0.26231208936932304,0.707479885083163
TAG46:1-FA18:0,0.424852380235455,0.707479885083163
TAG46:1-FA18:1,0.21988572761065575,0.707479885083163
TAG46:2-FA14:0,0.30387223866876534,0.707479885083163
TAG46:2-FA18:1,0.3242201462549008,0.707479885083163
TAG46:3-FA14:1,0.424852380235455,0.707479885083163
TAG46:3-FA16:1,0.424852380235455,0.707479885083163
TAG46:3-FA18:2,0.424852380235455,0.707479885083163
TAG47:0-FA16:0,0.42647782207519724,0.707479885083163
TAG47:1-FA14:0,0.34162088017992254,0.707479885083163
TAG47:1-FA17:0,0.2738564685326121,0.707479885083163
TAG47:2-FA14:0,0.2738564685326121,0.707479885083163
TAG47:2-FA15:0,0.2738564685326121,0.707479885083163
TAG47:2-FA18:2,0.424852380235455,0.707479885083163
TAG48:0-FA14:0,0.3486357110604488,0.707479885083163
TAG48:0-FA18:0,0.2895989359911405,0.707479885083163
TAG48:1-FA14:1,0.424852380235455,0.707479885083163
TAG48:1-FA18:0,0.30387223866876534,0.707479885083163
TAG48:1-FA18:1,0.3229830582446443,0.707479885083163
TAG48:2-FA14:1,0.424852380235455,0.707479885083163
TAG48:4-FA14:1,0.424852380235455,0.707479885083163
TAG48:4-FA16:1,0.424852380235455,0.707479885083163
TAG48:4-FA18:2,0.424852380235455,0.707479885083163
TAG49:0-FA16:0,0.2656538695280328,0.707479885083163
TAG49:1-FA14:0,0.424852380235455,0.707479885083163
TAG49:2-FA14:0,0.424852380235455,0.707479885083163
TAG49:2-FA17:0,0.2738564685326121,0.707479885083163
TAG49:2-FA18:1,0.29983022414340416,0.707479885083163
TAG49:3-FA15:0,0.424852380235455,0.707479885083163
TAG49:3-FA18:2,0.424852380235455,0.707479885083163
TAG50:1-FA14:0,0.24561728448008768,0.707479885083163
TAG50:1-FA20:1,0.424852380235455,0.707479885083163
TAG50:2-FA14:1,0.424852380235455,0.707479885083163
TAG50:3-FA14:1,0.424852380235455,0.707479885083163
TAG50:3-FA18:3,0.3017794450681541,0.707479885083163
TAG50:3-FA20:3,0.424852380235455,0.707479885083163
TAG50:4-FA14:0,0.3017794450681541,0.707479885083163
TAG51:0-FA16:0,0.3295763347351894,0.707479885083163
TAG51:0-FA17:0,0.22114430054862425,0.707479885083163
TAG51:1-FA15:0,0.424852380235455,0.707479885083163
TAG51:1-FA18:1,0.38516375429702693,0.707479885083163
TAG51:2-FA16:1,0.407184246270463,0.707479885083163
TAG51:2-FA17:0,0.37500067896991246,0.707479885083163
TAG51:3-FA17:0,0.424852380235455,0.707479885083163
TAG52:1-FA16:1,0.424852380235455,0.707479885083163
TAG52:1-FA20:1,0.424852380235455,0.707479885083163
TAG52:2-FA16:1,0.34598970020808195,0.707479885083163
TAG52:2-FA20:1,0.424852380235455,0.707479885083163
TAG52:3-FA18:3,0.3017794450681541,0.707479885083163
TAG52:3-FA20:1,0.424852380235455,0.707479885083163
TAG52:3-FA20:2,0.424852380235455,0.707479885083163
TAG52:3-FA20:3,0.424852380235455,0.707479885083163
TAG52:4-FA16:0,0.25630117739234126,0.707479885083163
TAG52:4-FA18:1,0.35416482277658556,0.707479885083163
TAG52:4-FA20:2,0.424852380235455,0.707479885083163
TAG52:4-FA20:3,0.424852380235455,0.707479885083163
TAG52:5-FA22:5,0.4105049952910844,0.707479885083163
TAG52:6-FA16:0,0.424852380235455,0.707479885083163
TAG52:6-FA18:2,0.22682562157456718,0.707479885083163
TAG52:8-FA16:1,0.424852380235455,0.707479885083163
TAG53:0-FA16:0,0.2559939016167437,0.707479885083163
TAG53:1-FA16:0,0.424852380235455,0.707479885083163
TAG53:1-FA18:0,0.3618083887141169,0.707479885083163
TAG53:1-FA18:1,0.30387223866876534,0.707479885083163
TAG53:2-FA16:0,0.2738564685326121,0.707479885083163
TAG53:3-FA16:0,0.21856100946109597,0.707479885083163
TAG54:2-FA18:1,0.2102005013695154,0.707479885083163
TAG54:3-FA16:1,0.424852380235455,0.707479885083163
TAG54:4-FA16:0,0.22140106562494105,0.707479885083163
TAG54:4-FA18:2,0.2102005013695154,0.707479885083163
TAG54:4-FA18:3,0.3017794450681541,0.707479885083163
TAG54:5-FA16:0,0.2022381089383357,0.707479885083163
TAG54:5-FA18:0,0.3017794450681541,0.707479885083163
TAG54:7-FA18:2,0.22033413885661254,0.707479885083163
TAG54:7-FA18:3,0.2107273105732845,0.707479885083163
TAG55:1-FA16:0,0.424852380235455,0.707479885083163
TAG55:1-FA18:1,0.424852380235455,0.707479885083163
TAG55:5-FA18:2,0.3437351281018092,0.707479885083163
TAG55:7-FA15:0,0.424852380235455,0.707479885083163
TAG56:1-FA16:0,0.424852380235455,0.707479885083163
TAG56:2-FA18:0,0.25694114231893334,0.707479885083163
TAG56:2-FA20:1,0.3318067956398116,0.707479885083163
TAG56:4-FA18:1,0.3667472507102256,0.707479885083163
TAG56:4-FA20:4,0.3095410031408289,0.707479885083163
TAG56:5-FA18:0,0.3017794450681541,0.707479885083163
TAG56:5-FA20:3,0.3117654831390705,0.707479885083163
TAG56:6-FA16:0,0.39196019583804925,0.707479885083163
TAG56:6-FA18:0,0.29069431622259934,0.707479885083163
TAG56:6-FA18:2,0.3017794450681541,0.707479885083163
TAG56:7-FA16:0,0.4279791332695853,0.707479885083163
TAG56:7-FA18:1,0.20352745098347366,0.707479885083163
TAG56:8-FA16:0,0.424852380235455,0.707479885083163
TAG56:8-FA16:1,0.424852380235455,0.707479885083163
TAG58:2-FA18:1,0.424852380235455,0.707479885083163
TAG58:7-FA16:0,0.424852380235455,0.707479885083163
TAG58:8-FA22:6,0.4065498102045407,0.707479885083163
Glyco-ursocholanic Acid8,0.4415966750800059,0.7122527017419449
"2-Chloro-4,6-diamino-1,3,5-triazine4",0.44367436005919364,0.7138325099962274
Acetylcysteine (dimer)2,0.44682011223729845,0.7171186986524544
PE(P-16:0/20:4),0.4493340584402884,0.7193771871580972
TAG46:0-FA14:0,0.45571238304709427,0.7277961891415511
Xanthosine2,0.4580147908732811,0.727896366913538
TAG49:2-FA15:0,0.4580147908732877,0.727896366913538
TAG56:5-FA20:2,0.4613452445555858,0.7314009974661726
TAG54:2-FA18:2,0.46273576195444405,0.7318205481031353
D2-phosphoglyceric acid1,0.4653007167427723,0.7323134767138063
DOPA5,0.4652042747581952,0.7323134767138063
Imidazole1,0.4776277270631645,0.7365934497822835
"1,2-Dipalmitoyl-sn-glycerol1",0.5041709357669748,0.7365934497822835
Dopamine2,0.5135554487047324,0.7365934497822835
Isovalerylglycine1,0.5273745245515511,0.7365934497822835
1-Methylhistidine10,0.4776277270631649,0.7365934497822835
D2-phosphoglyceric acid1,0.49700218700523113,0.7365934497822835
Acetyl-L-glutamine10,0.5178835136475138,0.7365934497822835
Kynurenic acid2,0.5273745245515495,0.7365934497822835
methyl-a-D-galactopyranoside1,0.5135554487047359,0.7365934497822835
DOPA5,0.5135554487047351,0.7365934497822835
DOPA5,0.5207552833584954,0.7365934497822835
5-Hydroxytryptophan2,0.5220490284379388,0.7365934497822835
Cystathionine4,0.5135554487047324,0.7365934497822835
Neopterin2,0.49700218700522936,0.7365934497822835
Xanthosine6,0.49891365371235064,0.7365934497822835
3α-Hydroxy-7 Ketolithocholic Acid3,0.47684016622214476,0.7365934497822835
3α-Hydroxy-7 Ketolithocholic Acid3,0.4883739606201852,0.7365934497822835
HCER(26:0),0.49631591280072435,0.7365934497822835
PC(14:0/18:1),0.4956536477092214,0.7365934497822835
PC(16:0/16:1),0.49700218700522936,0.7365934497822835
PC(16:0/20:3),0.5135554487047351,0.7365934497822835
PC(16:0/22:6),0.5135554487047351,0.7365934497822835
PC(18:0/18:2),0.5135554487047351,0.7365934497822835
PC(18:0/20:4),0.5135554487047351,0.7365934497822835
PC(18:0/20:5),0.5313018677215691,0.7365934497822835
PC(18:2/20:4),0.5164899450881288,0.7365934497822835
PE(18:0/20:4),0.5135554487047351,0.7365934497822835
PE(18:0/22:5),0.5217784488672551,0.7365934497822835
PE(P-16:0/18:1),0.5135554487047351,0.7365934497822835
PE(P-16:0/20:3),0.5220490284379267,0.7365934497822835
PE(P-18:0/20:5),0.5273745245515594,0.7365934497822835
PE(P-18:1/16:0),0.5135554487047433,0.7365934497822835
PE(P-18:1/20:3),0.5220490284379267,0.7365934497822835
TAG40:0-FA14:0,0.4713734906997037,0.7365934497822835
TAG42:0-FA16:0,0.48922017299046816,0.7365934497822835
TAG44:1-FA16:1,0.49460241897947244,0.7365934497822835
TAG45:0-FA16:0,0.5326137252271895,0.7365934497822835
TAG46:3-FA18:1,0.5016015757074924,0.7365934497822835
TAG48:2-FA16:1,0.521968657145133,0.7365934497822835
TAG48:2-FA18:0,0.5318942496230946,0.7365934497822835
TAG48:3-FA18:2,0.5051990183008517,0.7365934497822835
TAG51:3-FA18:2,0.5060795091046947,0.7365934497822835
TAG52:5-FA20:4,0.5273745245515581,0.7365934497822835
TAG54:2-FA20:1,0.490407444512061,0.7365934497822835
TAG54:6-FA22:6,0.503465009073716,0.7365934497822835
TAG55:4-FA18:1,0.46988448407807776,0.7365934497822835
TAG56:3-FA18:0,0.5318942496230946,0.7365934497822835
TAG56:3-FA18:2,0.5318942496230946,0.7365934497822835
TAG56:3-FA20:0,0.5318942496230946,0.7365934497822835
TAG56:3-FA20:2,0.5135554487047469,0.7365934497822835
TAG56:4-FA20:2,0.5318942496230946,0.7365934497822835
TAG56:5-FA22:4,0.5318942496230946,0.7365934497822835
TAG56:6-FA20:3,0.5318942496230946,0.7365934497822835
TAG56:7-FA18:0,0.47846402219797246,0.7365934497822835
TAG58:6-FA18:1,0.5318942496230946,0.7365934497822835
TAG58:6-FA22:4,0.5318942496230946,0.7365934497822835
TAG58:7-FA18:1,0.5318942496230946,0.7365934497822835
HCER(22:1),0.5367743660154205,0.7407714180679901
DCMP4,0.5385633583779046,0.7416656418339789
