name,og_p_value,bh_p_value
`\`0.33_395.3800m/z_neg\``,0.9794273902082453,0.9893569222994877
`\`0.34_151.8948n_neg\``,0.09552727770410897,0.25467247506266266
`\`0.34_266.2822n_neg\``,0.07804129901656488,0.22625219892378137
`\`0.34_286.2663n_neg\``,0.44245580551907215,0.659898386224035
`\`0.34_303.2206m/z_neg\``,0.925154713749334,0.9616267449913534
`\`0.34_309.2639m/z_neg\``,0.7748857249571981,0.884206798438977
`\`0.34_330.9314m/z_neg\``,0.5044843453089083,0.7117193302156644
`\`0.34_384.7159m/z_neg\``,0.09694748015504036,0.2571422375027561
`\`0.36_222.2588n_neg\``,0.28539516930343295,0.514618052995447
`\`0.36_234.2671n_neg\``,0.15432451346398132,0.34925307257896765
`\`0.36_253.2118m/z_neg\``,0.27066975280003636,0.49845719029467733
`\`0.36_511.4650m/z_neg\``,0.08163065661698753,0.23190590534471167
`\`0.36_539.4668m/z_neg\``,0.10787766969408379,0.276274093285384
`\`0.38_228.1975m/z_neg\``,0.23838976426619166,0.46128178309467943
`\`0.39_212.8427m/z_neg\``,0.4049992520060959,0.6274068912062976
`\`0.42_85.0300m/z_neg\``,0.4619666533781184,0.6759462353140215
`\`0.44_805.9874m/z_neg\``,0.5547819565325876,0.747560314466547
`\`0.46_248.9720m/z_neg\``,0.46727824519935457,0.6814813606489716
`\`0.46_415.2956m/z_neg\``,0.8195088541485677,0.906399801194543
`\`0.47_560.5912m/z_neg\``,0.10954805726029455,0.27927039949455373
`\`0.52_265.0744m/z_neg\``,0.4804087583638901,0.6926366963967647
`\`0.57_208.9357m/z_neg\``,0.23872064383701433,0.46147329440786894
`\`0.59_332.9242m/z_neg\``,0.22740228270955393,0.44955657978945984
`\`0.59_429.2889m/z_neg\``,0.7199204123251872,0.8492702133770967
`\`0.60_913.1348m/z_neg\``,0.9769294349065407,0.9878448475870608
`\`0.60_915.5973m/z_neg\``,0.036646252349761196,0.13908202655595706
`\`0.60_986.1592m/z_neg\``,0.536567810829444,0.7375604739582895
`\`0.60_987.1533m/z_neg\``,1.0180458514384839e-5,3.391966700041555e-4
`\`0.62_1020.2208m/z_neg\``,0.6879032569080535,0.8311336563965687
`\`0.62_593.1664m/z_neg\``,0.6082134323178111,0.7843645977724594
`\`0.62_867.1865m/z_neg\``,0.4075680181287119,0.6292030929940027
`\`0.62_869.1861m/z_neg\``,0.0683823359902107,0.2073139448286288
`\`0.62_911.1349m/z_neg\``,0.5388995707318711,0.739297140388741
`\`0.62_946.2040m/z_neg\``,0.22154087816751597,0.4428833615187625
`\`0.62_952.5827n_neg\``,0.19032922550994727,0.40082856076733236
`\`0.62_995.5211m/z_neg\``,0.23339164009339122,0.45728000266659496
`\`0.63_397.0892n_neg\``,0.2953395851090273,0.5250959819953592
`\`0.63_443.6830n_neg\``,0.014437950761444046,0.07512894813472477
`\`0.63_720.1062n_neg\``,0.29912703311971306,0.5286051529517596
`\`0.63_777.1600m/z_neg\``,0.4900033900630566,0.7005876821631704
`\`0.65_535.3461m/z_pos\``,0.0016894399286115263,0.015831645992520807
`\`0.67_495.2849m/z_neg\``,0.38968682069894034,0.6130450172000949
`\`0.67_661.1247n_neg\``,0.9880412950127109,0.9941274868840332
`\`0.67_881.5211m/z_neg\``,0.7840452411234048,0.8890849624364576
`\`0.67_994.9407m/z_neg\``,0.33980760264970655,0.5683545242120591
`\`0.68_645.1260m/z_neg\``,0.6581437269949828,0.8130760213335714
`\`0.70_398.1120m/z_neg\``,0.750983036036868,0.8693748301363707
`\`0.71_371.1125m/z_neg\``,0.3363333631970905,0.566220345231502
`\`0.80_112.9856m/z_neg\``,0.6391670601758831,0.8027554743587842
`\`0.80_339.6851m/z_neg\``,0.7911502784848019,0.8947657352700603
`\`0.81_337.3193m/z_neg\``,0.5508639251111189,0.745714923365165
`\`0.81_372.2926m/z_neg\``,0.39749711458223513,0.6195558404680993
`\`0.81_374.2881m/z_neg\``,0.9812855243404779,0.9903057800645239
`\`0.81_494.3200m/z_pos\``,0.0029608020775614406,0.024693015583348653
`\`0.81_695.0005m/z_neg\``,0.5849682329417092,0.7693504037727075
`\`0.83_184.5072m/z_neg\``,0.7082382930103752,0.8415670419252098
`\`0.83_189.0924n_neg\``,0.8472817608285423,0.9225453831128864
`\`0.83_189.5953n_neg\``,0.8136879685301547,0.9054949028325765
`\`0.83_232.5644m/z_neg\``,0.8447971470811946,0.9215843775863756
`\`0.83_235.6247n_neg\``,7.101078344359575e-4,0.00811606313319466
`\`0.83_238.5805m/z_neg\``,0.6613426233630431,0.8150821424137935
`\`0.83_241.0386m/z_neg\``,0.6194563896596244,0.7906421653421963
`\`0.83_259.5137m/z_neg\``,0.7173303707213116,0.8471101203880486
`\`0.83_266.5214m/z_neg\``,0.3397980913264853,0.5683545242120591
`\`0.83_280.6604n_neg\``,0.03689118555773464,0.13971675013796991
`\`0.83_318.6614m/z_neg\``,0.09448067136176454,0.2526905176157097
`\`0.83_331.6646m/z_neg\``,0.5919434174708132,0.773662191023036
`\`0.83_332.6763m/z_neg\``,0.025978758291125507,0.108873431962245
`\`0.83_438.2018n_neg\``,0.2551205339334569,0.4808731257394767
`\`0.83_519.1765m/z_neg\``,0.8184162827427692,0.906399801194543
`\`0.83_577.1490m/z_neg\``,0.2657971537569168,0.4937369325516384
`\`0.84_197.5209m/z_neg\``,0.0223055216461429,0.0998167316437156
`\`0.84_213.5216m/z_neg\``,0.5325481989103014,0.7353557295056264
`\`0.84_241.5754m/z_neg\``,0.7623751338675872,0.8773331396343491
`\`0.84_288.6202m/z_neg\``,0.13677832637619805,0.3230227248393281
`\`0.84_332.1265m/z_neg\``,0.6663045657421032,0.8188467297630584
`\`0.84_439.6217m/z_neg\``,6.940764766977943e-4,0.008014189938698497
`\`0.84_876.4277m/z_neg\``,0.571614325808233,0.7606002662304265
`\`0.84_879.2773m/z_neg\``,0.30702882121899316,0.5369997429364317
`\`0.86_256.5598n_neg\``,0.017604072366934093,0.08487723012336762
`\`0.86_275.6520m/z_neg\``,0.6138630543317133,0.7874669729656707
`\`0.86_291.6274m/z_neg\``,0.17579182497193988,0.3807496286665852
`\`0.86_292.1386n_neg\``,0.004427864347380349,0.032835477293720196
`\`0.86_396.2222n_neg\``,0.1996553712541706,0.413704214507791
`\`0.86_418.7200m/z_neg\``,0.04032379692526912,0.14812903685908538
`\`0.86_425.7162m/z_neg\``,0.3175890873611914,0.5475668652528459
`\`0.86_452.7409n_neg\``,0.15419883334670725,0.34925307257896765
`\`0.86_539.1961m/z_neg\``,0.4252969517029135,0.6449759251708359
`\`0.86_594.2181n_neg\``,0.17304708234442484,0.376999450377558
`\`0.86_979.5244m/z_neg\``,0.8854799469303851,0.9443216807243878
`\`0.86_981.0171m/z_neg\``,0.011777697945132599,0.065620002611109
`\`0.88_203.0172m/z_neg\``,0.0030791948793638226,0.02545847914456731
`\`0.88_238.1267n_neg\``,0.5084812949248845,0.7150985367727744
`\`0.88_252.0862n_neg\``,0.8498786813493837,0.9242645511056798
`\`0.88_266.1699n_neg\``,0.20494365815458793,0.4210146253562194
`\`0.88_294.1995n_neg\``,0.36979018445132683,0.5964558924061985
`\`0.88_298.9440m/z_neg\``,0.33080565320222977,0.5608621416443881
`\`0.88_309.1466m/z_neg\``,0.3470585257418608,0.5767065574036792
`\`0.88_321.1661m/z_neg\``,0.003155959672459169,0.02583797301523112
`\`0.88_324.1256n_neg\``,0.6881088101038996,0.8311336563965687
`\`0.88_362.0281n_neg\``,0.8485512777408113,0.9229735109680385
`\`0.88_367.1567m/z_neg\``,0.4390130259018904,0.6570924230329039
`\`0.88_382.1744n_neg\``,0.28730439321858614,0.5159768091673026
`\`0.88_395.1915m/z_neg\``,0.4173658013453496,0.6365517585082684
`\`0.88_404.1612n_neg\``,0.1987618039834002,0.41274660504707944
`\`0.88_410.1565n_neg\``,0.41593730800390494,0.6354578892980927
`\`0.88_418.2539n_neg\``,0.3618272576478394,0.590581804647229
`\`0.88_426.1875m/z_neg\``,0.005212005739791546,0.03709330758701805
`\`0.88_426.7191m/z_neg\``,0.036620031887125454,0.13908202655595706
`\`0.88_430.3446n_neg\``,0.7545362627583764,0.8716409846393743
`\`0.88_434.7219m/z_neg\``,0.01752959884349924,0.08464021140605746
`\`0.88_446.0038n_neg\``,0.2741088952322059,0.5025204684834609
`\`0.88_469.1579m/z_neg\``,0.7816080853145992,0.8876946126880301
`\`0.88_474.2787n_neg\``,0.017284340700424925,0.08406189518572675
`\`0.88_478.2171n_neg\``,0.045176006138803446,0.15881559743389326
`\`0.88_479.1851m/z_neg\``,0.4067471179110824,0.6287618822439363
`\`0.88_506.2615n_neg\``,0.01163030237019388,0.06496091323868924
`\`0.88_558.2016m/z_neg\``,0.5519279962350925,0.745714923365165
`\`0.88_597.1958m/z_neg\``,0.8057402558169456,0.9017515073938669
`\`0.88_609.3360m/z_neg\``,0.008611052579088547,0.053396499187181486
`\`0.88_614.3265n_neg\``,0.2516862676576781,0.47695046250805606
`\`0.88_63.9973n_neg\``,2.6348909114511435e-4,0.003886754280614165
`\`0.88_645.3254m/z_neg\``,0.04127227576236813,0.14997738149513984
`\`0.88_652.3574n_neg\``,0.20626510224033906,0.42217524135194096
`\`0.88_670.3529n_neg\``,0.010060864368145942,0.058793724845962805
`\`0.88_671.3162m/z_neg\``,0.17761401840570162,0.38320911123163137
`\`0.88_672.3331n_neg\``,0.11204832181605703,0.28402256290769645
`\`0.88_680.3186m/z_neg\``,0.017195082220689953,0.08381038255601209
`\`0.88_703.3128m/z_neg\``,0.0893115464338063,0.2448298921273847
`\`0.88_785.4330m/z_neg\``,0.30966588898700464,0.5396389431553397
`\`0.88_801.4927n_neg\``,0.255667594669733,0.48112507927722586
`\`0.88_815.5161n_neg\``,0.27873194175293053,0.5072466885650477
`\`0.88_867.4872m/z_neg\``,0.09416919523738208,0.25222608461112567
`\`0.88_869.4579m/z_neg\``,0.001840971663560518,0.017052541121528063
`\`0.88_963.5424m/z_neg\``,4.257639370960298e-4,0.005472823582979101
`\`0.88_993.5239m/z_neg\``,0.06802004027412101,0.20667978992403183
`\`0.89_1012.7367m/z_neg\``,0.2018948853205814,0.41692570058338996
`\`0.89_212.0082m/z_neg\``,0.009265965328586987,0.05580528964401703
`\`0.89_373.5735m/z_neg\``,0.904319078114938,0.9509126907180074
`\`0.89_437.1376m/z_neg\``,0.6295071756194464,0.7967721775990037
`\`0.89_582.2865n_neg\``,0.08064329197293653,0.2306012495058736
`\`0.89_62.0521n_neg\``,0.010099673760968316,0.05884357120456236
`\`0.89_622.2869n_neg\``,5.409526533639342e-4,0.006539277833173767
`\`0.89_631.2769m/z_neg\``,0.25140937097751875,0.47673744816151337
`\`0.89_683.3291m/z_neg\``,0.0031209375266124167,0.02570838698120954
`\`0.89_726.3486n_neg\``,0.08348341744401158,0.2354189919690628
`\`0.89_731.5320n_neg\``,0.30835280560024986,0.5380507397355063
`\`0.89_739.3775m/z_neg\``,0.03425132574507741,0.1324371411748172
`\`0.89_743.5303n_neg\``,0.5823427214762338,0.7682862459010049
`\`0.89_762.4797m/z_neg\``,0.07872469643172975,0.22720646220627644
`\`0.89_764.4844m/z_neg\``,0.4646174776944958,0.6782535212318793
`\`0.89_771.5689n_neg\``,0.8621768244708903,0.9304253503643942
`\`0.89_79.9583m/z_neg\``,0.0010586764480512733,0.011147729831131097
`\`0.89_804.5265m/z_neg\``,0.2011611662162278,0.41605198584004865
`\`0.89_832.5450m/z_neg\``,0.1326772215350353,0.31744885767064357
`\`0.89_841.4967m/z_neg\``,0.06573813659226534,0.2016712325966106
`\`0.89_871.4586m/z_neg\``,0.007495279496689602,0.04868660212350171
`\`0.89_886.6047m/z_neg\``,0.226468106890022,0.4484177866925243
`\`0.89_888.6200m/z_neg\``,0.7313779295115471,0.8583892057654238
`\`0.89_902.6125m/z_neg\``,0.45469412776551676,0.6702809979409345
`\`0.89_919.6203n_neg\``,0.015166158848404243,0.0774735055741901
`\`0.89_93.0406m/z_neg\``,0.0046272197992494515,0.03382460457650758
`\`0.89_933.6351n_neg\``,0.13890538607671482,0.3269769316540454
`\`0.89_935.6266n_neg\``,0.03866054889176187,0.14399871853622315
`\`0.89_944.5774m/z_neg\``,0.005724059068701084,0.039972913016779105
`\`0.89_951.7094n_neg\``,0.03865382468418154,0.14399871853622315
`\`0.89_978.9797m/z_neg\``,0.032933527508947874,0.1292152348090909
`\`0.91_155.8210n_neg\``,0.06490392775870228,0.20021262284662789
`\`0.91_182.0229m/z_neg\``,0.08893704877873236,0.24430328780605848
`\`0.91_195.0551n_neg\``,0.5490571843128831,0.7448877033620465
`\`0.91_223.7983m/z_neg\``,0.34346665846973334,0.5726154373342804
`\`0.91_226.0558n_neg\``,0.4721039897100481,0.6854373111222032
`\`0.91_235.8413m/z_neg\``,0.08558230877158007,0.2388103007680299
`\`0.91_270.1052m/z_neg\``,0.5226854319367058,0.7265305806725029
`\`0.91_318.1230n_neg\``,0.09072849452692099,0.24725711049917504
`\`0.91_410.1954n_neg\``,0.25139838750573307,0.47673744816151337
`\`0.91_61.9891m/z_neg\``,0.23208982153283853,0.4558527559492806
`\`0.91_728.3544n_neg\``,0.09089846290114513,0.24725711049917504
`\`0.91_760.3754n_neg\``,0.08716935787225516,0.24162797585699203
`\`0.91_82.0319m/z_neg\``,0.4931098973442509,0.7024796814538286
`\`0.91_829.4828m/z_neg\``,0.10377272684837388,0.2696802296094528
`\`0.91_904.6158m/z_neg\``,0.38128464014715624,0.6066674352733441
`\`0.93_114.0412n_neg\``,0.4086891173275957,0.629627563547943
`\`0.93_142.0519m/z_neg\``,0.040528488175363135,0.14823554631917363
`\`0.93_153.0029m/z_neg\``,0.2157303339546937,0.4350953385548484
`\`0.93_237.8405m/z_neg\``,3.961638970922351e-4,0.005202175723189604
`\`0.93_264.7102m/z_neg\``,0.1542580112809136,0.34925307257896765
`\`0.93_278.7273m/z_neg\``,0.6991372704517378,0.8368404468660031
`\`0.93_290.2380n_neg\``,0.34108151738181103,0.5695293976479949
`\`0.93_309.9821m/z_neg\``,0.608642076862596,0.7846880197443387
`\`0.93_535.2832m/z_neg\``,0.023306269051843246,0.10200353943623754
`\`0.93_547.2041m/z_neg\``,0.35882176806833177,0.5878251909866972
`\`0.93_555.2008m/z_neg\``,0.6907351814990093,0.8324371982182589
`\`0.93_557.4198m/z_neg\``,0.498537300148429,0.7066040844643448
`\`0.93_578.4746n_neg\``,0.30771222816755395,0.5377736931205921
`\`0.93_580.2555m/z_neg\``,0.08133013818571391,0.2317859772640884
`\`0.93_736.0286m/z_neg\``,0.41504455022741404,0.6348911267412042
`\`0.93_747.4533m/z_neg\``,0.1255226621371543,0.30616212129000375
`\`0.93_755.3918m/z_neg\``,4.4096880073625223e-4,0.005614387943974679
`\`0.93_82.9558m/z_neg\``,0.017322534367970367,0.08406450192920113
`\`0.93_84.9515m/z_neg\``,0.2807658173153503,0.5094252718940397
`\`0.93_928.5517m/z_neg\``,0.84365644657796,0.9215251701606509
`\`0.94_1005.5626m/z_neg\``,0.5471599757090839,0.744026468492129
`\`0.94_126.9066m/z_neg\``,0.03391504323936156,0.13141707128828303
`\`0.94_177.6662n_neg\``,0.3891170640081114,0.6124364224823319
`\`0.94_222.1407m/z_neg\``,0.4087853252638374,0.6296281677251601
`\`0.94_257.6937m/z_neg\``,0.6223459305262087,0.7919300528802805
`\`0.94_269.7147n_neg\``,0.002640282040957708,0.022698291178811
`\`0.94_275.7299n_neg\``,0.12662390937161733,0.3078403570679632
`\`0.94_283.7304m/z_neg\``,0.04401491008403949,0.15624306262951115
`\`0.94_345.0323m/z_neg\``,0.3851005749890325,0.6094826394662339
`\`0.94_447.1393m/z_neg\``,0.7316771578689865,0.8584516338907854
`\`0.94_447.3348m/z_neg\``,0.07977727788182547,0.22890678233701162
`\`0.94_494.3283n_neg\``,0.0677358902026549,0.20616235350538362
`\`0.94_501.3800m/z_neg\``,0.7519849078775118,0.87008343608426
`\`0.94_540.4602n_neg\``,0.23425963599363905,0.4583022652315397
`\`0.94_573.3682m/z_neg\``,0.1948878393848129,0.4069734519364178
`\`0.94_595.4907m/z_neg\``,0.11366947872820794,0.2858597442894512
`\`0.94_982.9914m/z_neg\``,0.5278623968759493,0.7305423583133358
`\`0.96_210.6636m/z_neg\``,0.35867418677923923,0.5877271908149169
`\`0.96_218.1526m/z_neg\``,0.6921288088666846,0.8326330820049259
`\`0.96_230.6677m/z_neg\``,0.2970408752953544,0.526962315722646
`\`0.96_231.6712m/z_neg\``,0.47934996515348716,0.6915568109937319
`\`0.96_237.6841n_neg\``,0.9308326268546692,0.9637888222086763
`\`0.96_252.7034n_neg\``,0.5102965117308762,0.7165979742213625
`\`0.96_260.6948n_neg\``,0.9138064786308168,0.9556718212459968
`\`0.96_264.7041n_neg\``,0.28666030774102375,0.515511299930622
`\`0.96_273.7168m/z_neg\``,0.08506730628241202,0.23786878921641472
`\`0.96_316.9291m/z_neg\``,0.46461039174038843,0.6782535212318793
`\`0.96_450.3500n_neg\``,0.2885678286615546,0.5167595251350898
`\`0.96_482.2482n_neg\``,0.28118937611756945,0.5098342078741602
`\`0.96_515.1983m/z_neg\``,0.4231253133129981,0.6422296959575697
`\`0.96_519.3738m/z_neg\``,0.9182436520793786,0.9577133994666871
`\`0.96_545.2273m/z_neg\``,0.23780591324662373,0.461271256599095
`\`0.96_556.4020n_neg\``,0.3235337617177543,0.5537198063439306
`\`0.96_593.4747m/z_neg\``,0.16072820766706664,0.3585598956516806
`\`0.96_664.3056m/z_neg\``,3.191489258001473e-4,0.004528263466278785
`\`0.97_137.0717m/z_neg\``,0.010669737741111986,0.06070239298957903
`\`0.97_195.9196n_neg\``,0.5957661960242127,0.776385719940485
`\`0.97_209.7096n_neg\``,0.6755019282878354,0.8232281604103063
`\`0.97_212.6796m/z_neg\``,0.8013979440198014,0.8999398246519453
`\`0.97_236.0880m/z_neg\``,0.4553953711854146,0.6707241699645308
`\`0.97_311.6982m/z_neg\``,0.8867128156356558,0.9443216807243878
`\`0.97_317.6890m/z_neg\``,0.044090625751985996,0.15631282194867666
`\`0.97_321.1390n_neg\``,0.10376973861579673,0.2696802296094528
`\`0.97_638.3331n_neg\``,1.0182983612726125e-4,0.0018943178126229682
`\`0.97_66.0358m/z_neg\``,0.8583800156070902,0.9283867836758211
`\`0.97_99.0237n_neg\``,0.5845763571034748,0.7691769808554906
`\`0.99_116.0408n_neg\``,0.5854336423816435,0.7698113298703841
`\`0.99_293.1740m/z_neg\``,0.7020445088099205,0.8385218611557049
`\`0.99_570.2745n_neg\``,0.01054882854945337,0.060329209902381914
`\`1.01_161.1321m/z_neg\``,0.5000751613173886,0.7074362812299433
`\`1.01_167.8509m/z_neg\``,0.4138590024651848,0.6342365536634651
`\`1.01_169.8486m/z_neg\``,0.42900347212713164,0.6486873454132762
`\`1.01_303.6834m/z_neg\``,0.7567800776272727,0.873217811831469
`\`1.01_339.0250m/z_neg\``,0.4495092549663551,0.6648329241408304
`\`1.01_373.1073m/z_neg\``,0.5808783940090307,0.7671561057511705
`\`1.01_395.3843m/z_neg\``,0.07643462397059012,0.2231856856245967
`\`1.01_75.0468n_neg\``,0.3394908361493756,0.5683545242120591
`\`1.02_302.2815n_neg\``,0.45565394373026635,0.6708251994224724
`\`1.02_306.6931n_neg\``,0.19029969640849262,0.40082856076733236
`\`1.02_311.2889m/z_neg\``,0.49215971507953726,0.7018725749334883
`\`1.02_322.2458n_neg\``,0.021139389166739887,0.09696484014635283
`\`1.02_339.3175m/z_neg\``,0.7259634513244695,0.8538421555180843
`\`1.02_367.3513m/z_neg\``,0.9718478988468746,0.9859817267955642
`\`1.02_423.3977m/z_neg\``,0.7788710155859416,0.8863380104297452
`\`1.02_553.2390m/z_neg\``,0.04558190136522687,0.15973940002246173
`\`1.04_1001.1594m/z_neg\``,0.9690858899349181,0.9842232643151572
`\`1.04_1001.9219m/z_neg\``,0.8168151571932387,0.906399801194543
`\`1.04_1017.2269m/z_neg\``,0.01768648184048645,0.08496783566012248
`\`1.04_155.6100m/z_neg\``,0.6047401867240548,0.7824468760608569
`\`1.04_234.2665n_neg\``,0.6467270835522607,0.8075171894692493
`\`1.04_281.2459m/z_neg\``,0.15705621661535588,0.35305429012113737
`\`1.04_316.2105n_neg\``,0.06148142467302513,0.19321496998369275
`\`1.04_379.2508m/z_neg\``,0.44006084102159837,0.6575384766447221
`\`1.04_414.1920m/z_neg\``,3.9697068970163e-4,0.0052025689020192105
`\`1.04_441.3495m/z_neg\``,0.5338351975320921,0.73590825970811
`\`1.04_462.2132n_neg\``,0.0016664434228509872,0.015807608502596403
`\`1.04_567.4901m/z_neg\``,0.0034767303792717147,0.027472527381251458
`\`1.04_777.1572m/z_neg\``,0.024292035085092187,0.10455340847352078
`\`1.04_794.1174n_neg\``,0.07456774051157108,0.2195077618487875
`\`1.04_868.2060n_neg\``,0.9556000803392026,0.977344798111124
`\`1.04_870.1996n_neg\``,0.08154214759357806,0.2317859772640884
`\`1.04_919.2287m/z_neg\``,0.0073985766463553265,0.048198704086227256
`\`1.04_944.1965n_neg\``,0.06107407514472072,0.1927488601527779
`\`1.05_182.2024n_neg\``,0.6486470384861958,0.8080630856058053
`\`1.05_186.8594m/z_neg\``,0.6613808952967234,0.8150821424137935
`\`1.05_196.2143n_neg\``,0.41490267897092437,0.6348191092228194
`\`1.05_255.3703m/z_neg\``,0.5560781339031604,0.748570552590977
`\`1.05_283.4085m/z_neg\``,0.5006181315093723,0.7079053265874717
`\`1.05_286.7290m/z_neg\``,0.7205827121912803,0.8494529877741603
`\`1.05_445.0821m/z_neg\``,0.10550006638348981,0.27293692931022145
`\`1.05_511.4528m/z_neg\``,0.5214865136171174,0.7255075351434404
`\`1.05_629.1238m/z_neg\``,0.6295541988555832,0.7967721775990037
`\`1.05_646.1492n_neg\``,0.001541711095412397,0.014898757872982428
`\`1.05_689.1473m/z_neg\``,0.09456360324113243,0.2528113576470514
`\`1.05_704.1532n_neg\``,0.0394927425629741,0.14626609049216346
`\`1.05_705.1289m/z_neg\``,9.73199231303549e-7,5.091808790656147e-5
`\`1.05_720.1663n_neg\``,2.7344918015379176e-5,7.043419844192091e-4
`\`1.05_964.9536n_neg\``,0.6214128413273861,0.7916305494330426
`\`1.05_97.0856n_neg\``,0.1407858227481322,0.3300030501340739
`\`1.07_297.0620m/z_neg\``,0.009769067601918674,0.05769263291891478
`\`1.07_316.9768n_pos\``,0.9628982746977666,0.9810634026549434
`\`1.07_481.0833m/z_neg\``,0.0033403850238499368,0.026887690510484407
`\`1.07_557.0907m/z_neg\``,0.24425712985209322,0.46709778016711273
`\`1.07_572.1346n_neg\``,3.8738472478644733e-4,0.005116993100384296
`\`1.09_225.1035n_neg\``,4.41691082558655e-5,0.0010235312041160251
`\`1.09_254.2087n_neg\``,0.0033516141313390665,0.026945690081125722
`\`1.09_325.3004m/z_neg\``,0.6222743612239637,0.7919300528802805
`\`1.09_491.2906m/z_pos\``,0.005742148911540852,0.04005747006311363
`\`1.09_493.1915m/z_neg\``,9.127511848601136e-8,7.19140551177433e-6
`\`1.10_440.2674m/z_pos\``,0.19975779171678504,0.4137884104940642
`\`1.10_492.3236m/z_pos\``,9.261958771572125e-4,0.00997224081884542
`\`1.10_499.0990m/z_neg\``,2.2181704855558167e-4,0.0034149626992568518
`\`1.12_112.1219n_neg\``,0.8948239538178766,0.9485353798923217
`\`1.12_423.0973m/z_neg\``,0.002394161320427999,0.020971314486002594
`\`1.12_496.7250m/z_neg\``,0.01388019025132963,0.07336671989988518
`\`1.12_70.0112n_neg\``,0.7992017575550443,0.8986323321601968
`\`1.13_248.2565m/z_pos\``,0.14528248557276902,0.3378322242641785
`\`1.13_328.2148m/z_pos\``,0.6786940240053096,0.8252838466910458
`\`1.13_591.4045m/z_pos\``,0.0750157329468642,0.2203422647127849
`\`1.14_443.2576m/z_neg\``,0.015600732812746248,0.07891095743728219
`\`1.15_1008.0137m/z_neg\``,0.761100776019356,0.8762916579347332
`\`1.15_292.2845m/z_pos\``,0.3180375480837352,0.5475668652528459
`\`1.15_340.2068n_pos\``,0.3908672466598341,0.6140951141241447
`\`1.15_354.2064n_pos\``,0.26426105400526106,0.49151726494706244
`\`1.15_356.2418m/z_pos\``,0.384723884941492,0.6094826394662339
`\`1.15_498.7236m/z_neg\``,0.11625077047764908,0.2899277735643224
`\`1.15_502.9082m/z_neg\``,0.4042351783446062,0.6268031927237387
`\`1.15_533.3491m/z_pos\``,0.5300693095110074,0.7325369718933588
`\`1.17_155.0846m/z_neg\``,0.8759031925924692,0.9389985082106237
`\`1.17_163.8955m/z_neg\``,0.10936312943164937,0.2790113820204784
`\`1.17_165.8949m/z_neg\``,0.004208239395343231,0.031677556828338276
`\`1.17_209.9945n_pos\``,8.368929186326946e-7,4.556643801693622e-5
`\`1.17_305.1304m/z_pos\``,9.085526186031052e-12,6.084576886784996e-9
`\`1.17_312.1758n_pos\``,0.5240025965832329,0.7279081911051464
`\`1.17_326.1916n_pos\``,0.44495769140568087,0.661020776251962
`\`1.17_398.2346n_pos\``,0.7818324724006507,0.8876946126880301
`\`1.17_429.2899m/z_pos\``,0.8176720530190456,0.906399801194543
`\`1.17_442.2967n_pos\``,0.9548955081667745,0.9770718438797387
`\`1.17_457.3195m/z_pos\``,0.9534717624611337,0.9768089939119188
`\`1.17_596.5898m/z_pos\``,0.039697297085367955,0.14663695453982856
`\`1.17_651.6484m/z_pos\``,0.7773403087358062,0.8855149173899911
`\`1.17_661.3579m/z_pos\``,0.23863337290324868,0.46147329440786894
`\`1.18_149.0448m/z_neg\``,0.04218685102273271,0.15193639918124638
